dummy_id,race_scan,gender_scan
deadend,black,Man
deadend,middle eastern,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Woman
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,white,Man
