dummy_id,race_scan,gender_scan
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,asian,Woman
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,asian,Man
deadend,white,Man
deadend,black,Man
deadend,indian,Woman
deadend,latino hispanic,Man
