dummy_id,race_scan,gender_scan
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,black,Woman
deadend,white,Woman
deadend,black,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,black,Woman
deadend,white,Woman
deadend,black,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,black,Woman
deadend,white,Woman
deadend,black,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,black,Woman
deadend,white,Woman
deadend,black,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,black,Woman
deadend,white,Woman
deadend,black,Man
