dummy_id,race_scan,gender_scan
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,asian,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Woman
