dummy_id,race_scan,gender_scan
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
