dummy_id,race_scan,gender_scan
deadend,indian,Woman
deadend,black,Woman
deadend,black,Woman
deadend,indian,Woman
deadend,black,Man
deadend,black,Woman
deadend,black,Man
deadend,black,Woman
deadend,black,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,black,Woman
deadend,black,Man
deadend,black,Man
deadend,black,Woman
deadend,latino hispanic,Woman
deadend,black,Man
deadend,black,Woman
deadend,latino hispanic,Woman
deadend,asian,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,asian,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,asian,Woman
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,black,Woman
