dummy_id,race_scan,gender_scan
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,asian,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,middle eastern,Man
deadend,indian,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,indian,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,indian,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,indian,Man
deadend,black,Man
deadend,latino hispanic,Man
