dummy_id,race_scan,gender_scan
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,black,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,black,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,black,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
