dummy_id,race_scan,gender_scan
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Woman
deadend,asian,Man
deadend,white,Woman
deadend,white,Man
deadend,asian,Woman
deadend,asian,Man
deadend,white,Woman
deadend,white,Man
deadend,asian,Woman
deadend,asian,Man
deadend,white,Woman
deadend,white,Man
deadend,asian,Woman
deadend,asian,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,latino hispanic,Woman
deadend,indian,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
