dummy_id,race_scan,gender_scan
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,middle eastern,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,middle eastern,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,middle eastern,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,middle eastern,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,middle eastern,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,asian,Man
