dummy_id,race_scan,gender_scan
deadend,white,Woman
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,black,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,black,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,black,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,latino hispanic,Woman
