dummy_id,race_scan,gender_scan
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Woman
