dummy_id,race_scan,gender_scan
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,indian,Woman
deadend,indian,Man
deadend,latino hispanic,Woman
deadend,indian,Woman
deadend,indian,Man
deadend,latino hispanic,Woman
deadend,indian,Woman
deadend,indian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,middle eastern,Man
deadend,latino hispanic,Woman
deadend,indian,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,white,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,indian,Man
