dummy_id,race_scan,gender_scan
deadend,latino hispanic,Man
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,middle eastern,Man
deadend,asian,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Woman
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,black,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,black,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,indian,Man
deadend,black,Man
deadend,asian,Man
