dummy_id,race_scan,gender_scan
deadend,asian,Woman
deadend,asian,Woman
deadend,unknown_race,unknown_gender
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,black,Man
deadend,black,Man
deadend,asian,Woman
deadend,white,Woman
deadend,black,Man
deadend,black,Man
deadend,asian,Woman
deadend,white,Woman
deadend,black,Man
deadend,black,Man
deadend,asian,Woman
deadend,white,Woman
deadend,black,Man
deadend,black,Man
deadend,white,Woman
deadend,asian,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,asian,Woman
deadend,asian,Man
deadend,asian,Woman
deadend,asian,Woman
deadend,indian,Man
deadend,asian,Woman
deadend,indian,Man
deadend,asian,Man
deadend,asian,Woman
deadend,asian,Man
deadend,asian,Woman
deadend,indian,Woman
deadend,white,Man
deadend,black,Man
deadend,asian,Woman
deadend,indian,Woman
