dummy_id,race_scan,gender_scan
deadend,latino hispanic,Man
deadend,white,Woman
deadend,asian,Man
deadend,middle eastern,Man
deadend,latino hispanic,Man
deadend,white,Woman
deadend,asian,Man
deadend,middle eastern,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,indian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,indian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,indian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,indian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,indian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,white,Man
deadend,indian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
