dummy_id,race_scan,gender_scan
deadend,white,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,latino hispanic,Man
deadend,black,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,latino hispanic,Man
deadend,black,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,latino hispanic,Man
deadend,black,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,latino hispanic,Man
deadend,black,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Man
deadend,latino hispanic,Man
deadend,black,Man
