dummy_id,race_scan,gender_scan
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,black,Man
deadend,white,Man
deadend,indian,Man
deadend,black,Man
deadend,white,Woman
deadend,asian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,latino hispanic,Woman
