dummy_id,race_scan,gender_scan
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,white,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,asian,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,unknown_race,unknown_gender
deadend,unknown_race,unknown_gender
deadend,unknown_race,unknown_gender
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,latino hispanic,Woman
