dummy_id,race_scan,gender_scan
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,asian,Woman
deadend,latino hispanic,Man
deadend,white,Woman
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,asian,Man
deadend,white,Man
deadend,unknown_race,unknown_gender
deadend,indian,Woman
deadend,latino hispanic,Man
deadend,indian,Woman
deadend,latino hispanic,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,white,Woman
deadend,asian,Man
deadend,white,Woman
deadend,asian,Man
deadend,black,Man
deadend,latino hispanic,Woman
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Woman
deadend,unknown_race,unknown_gender
deadend,white,Man
deadend,white,Man
deadend,latino hispanic,Woman
