dummy_id,race_scan,gender_scan
deadend,indian,Man
deadend,white,Man
deadend,asian,Man
deadend,white,Woman
deadend,black,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,indian,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,middle eastern,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,middle eastern,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,middle eastern,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,middle eastern,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,black,Man
deadend,white,Man
deadend,white,Man
