dummy_id,race_scan,gender_scan
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,middle eastern,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,white,Man
deadend,white,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,middle eastern,Man
