dummy_id,race_scan,gender_scan
deadend,indian,Man
deadend,indian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,asian,Man
deadend,black,Man
deadend,asian,Man
deadend,indian,Man
deadend,indian,Man
deadend,indian,Man
deadend,black,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,black,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Woman
deadend,white,Man
deadend,white,Woman
deadend,white,Woman
deadend,white,Woman
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Man
deadend,asian,Woman
deadend,white,Woman
deadend,asian,Woman
deadend,white,Woman
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
deadend,white,Man
