dummy_id,race_scan,gender_scan
deadend,latino hispanic,Man
deadend,latino hispanic,Man
deadend,white,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,indian,Man
deadend,asian,Man
deadend,indian,Man
deadend,asian,Man
deadend,latino hispanic,Man
deadend,asian,Man
deadend,black,Man
deadend,middle eastern,Man
deadend,white,Woman
deadend,white,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,latino hispanic,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,latino hispanic,Woman
deadend,asian,Man
deadend,asian,Man
deadend,black,Woman
deadend,latino hispanic,Man
deadend,asian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Woman
deadend,latino hispanic,Man
deadend,asian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Woman
deadend,latino hispanic,Man
deadend,asian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Woman
deadend,latino hispanic,Man
deadend,asian,Man
deadend,asian,Man
deadend,black,Man
deadend,black,Woman
deadend,latino hispanic,Man
deadend,asian,Man
